x_mm,contour_wall,contour_g
-3.435431048274040222e+01,9.906325387252412629e-01,0.000000000000000000e+00
-3.392540663480758667e+01,9.902019717072964022e-01,0.000000000000000000e+00
-3.349650651216506958e+01,9.896106446800406742e-01,0.000000000000000000e+00
-3.306759893894195557e+01,9.895653461994243782e-01,0.000000000000000000e+00
-3.263869136571884155e+01,9.886894653588962356e-01,0.000000000000000000e+00
-3.220979124307632446e+01,9.886341152446249669e-01,0.000000000000000000e+00
-3.178088739514350891e+01,9.881807997926189691e-01,0.000000000000000000e+00
-3.135198354721069336e+01,9.875709565981038995e-01,0.000000000000000000e+00
-3.092307597398757935e+01,9.875296258676147243e-01,0.000000000000000000e+00
-3.049417398869991302e+01,9.866065288005755329e-01,0.000000000000000000e+00
-3.006526827812194824e+01,9.865381512400541730e-01,0.000000000000000000e+00
-2.963636256754398346e+01,9.860269727653631078e-01,0.000000000000000000e+00
-2.920745871961116791e+01,9.853701117318435232e-01,0.000000000000000000e+00
-2.877855673432350159e+01,9.852737615329270060e-01,0.000000000000000000e+00
-2.834964916110038757e+01,9.842594062129677024e-01,0.000000000000000000e+00
-2.792074531316757202e+01,9.841480446927374226e-01,0.000000000000000000e+00
-2.749184332787990570e+01,9.835301998687997482e-01,0.000000000000000000e+00
-2.706293761730194092e+01,9.827894870492636104e-01,0.000000000000000000e+00
-2.663403190672397614e+01,9.825959269722362999e-01,0.000000000000000000e+00
-2.620512805879116058e+01,9.814461391146097613e-01,0.000000000000000000e+00
-2.577622607350349426e+01,9.812515209708819741e-01,0.000000000000000000e+00
-2.534732222557067871e+01,9.804628645039783486e-01,0.000000000000000000e+00
-2.491841465234756470e+01,9.796365144108684087e-01,0.000000000000000000e+00
-2.448951080441474915e+01,9.791072826730997658e-01,0.000000000000000000e+00
-2.406060695648193359e+01,9.781370355087184443e-01,0.000000000000000000e+00
-2.363169938325881958e+01,9.775017325842221272e-01,0.000000000000000000e+00
-2.320279739797115326e+01,9.764596691425427855e-01,0.000000000000000000e+00
-2.277389355003833771e+01,9.757194853563568859e-01,0.000000000000000000e+00
-2.234498597681522369e+01,9.745800136490604393e-01,0.000000000000000000e+00
